"12/25/2021 23:06","3512B Starboard (4TN00223)","(Total Samples = 2000 - Sample Rate = 120 Per Minute)"
"Unit Descriptions","RPM","kPa","kPa","%","RPM","kPa","kPa","kPa","Deg C","Deg C"
"Sample #","Desired Engine Speed","Boost Pressure","Fuel Pressure","Throttle Position","Engine Speed","Right Turbo Inlet Pressure (abs)","Left Turbo Inlet Pressure (abs)","Crankcase Pressure","Right Exhaust Temperature","Left Exhaust Temperature"
1,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
2,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
3,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
1826,1080,6,348,33,1009,100.5,100.5,0.1,299,276
1827,1080,8,361,33,1110,100.5,100.5,0.0,299,262
1828,1080,8,361,33,1110,100.5,100.5,0.0,318,262
1829,1080,10,372,33,1113,100.5,100.5,0.0,322,290
1830,1080,10,372,33,1113,100.5,100.5,0.0,322,290
1831,1082,10,379,33,1075,100.5,100.5,0.0,336,285
1832,1082,10,379,33,1075,100.5,100.5,0.0,336,285
1833,1082,10,379,33,1069,100.5,100.5,0.0,336,285
1834,1082,10,379,33,1061,100.5,100.5,0.0,336,285
1835,1081,10,379,33,1073,100.5,100.5,0.1,327,285
1836,1082,10,380,33,1080,100.5,100.5,0.0,322,280
1837,1082,10,380,33,1080,100.5,100.5,0.0,322,280
1838,1080,10,381,33,1075,100.5,100.5,0.2,340,304
1839,1082,12,381,33,1078,100.5,100.5,0.0,340,290
1840,1082,12,381,33,1078,100.5,100.5,0.0,318,290
1841,1082,12,381,33,1084,100.5,100.5,0.0,318,313
1842,1082,12,381,33,1084,100.5,100.5,0.0,336,313
1843,1080,12,382,33,1084,100.5,100.5,0.0,340,304
1844,1080,12,382,33,1084,100.5,100.5,0.0,340,304
1845,1081,12,382,33,1086,100.5,100.5,0.0,340,290
1846,1080,12,382,33,1080,100.5,100.5,0.1,340,318
1847,1080,14,382,33,1085,100.5,100.5,0.0,345,318
1848,1080,14,382,33,1082,100.5,100.5,0.0,345,308
1849,1080,14,382,33,1085,100.5,100.5,0.0,332,308
1850,1082,14,382,33,1080,100.5,100.5,0.1,332,304
1851,1080,12,382,33,1077,100.5,100.5,0.0,332,304
1852,847,12,383,15,928,100.5,100.5,0.0,336,327
1853,847,10,377,15,872,100.5,100.5,0.2,336,313
1854,847,10,377,15,872,100.5,100.5,0.2,340,313
1855,847,12,357,15,843,100.5,100.5,0.1,340,313
1856,847,12,357,15,843,100.5,100.5,0.1,336,313
1857,846,8,351,15,837,100.5,100.5,0.0,322,304
1858,846,10,346,15,837,100.5,100.5,0.0,322,304
1859,847,8,342,15,844,100.5,100.5,0.1,332,290
1860,847,8,342,15,843,100.5,100.5,0.0,332,290
1861,847,8,342,15,843,100.5,100.5,0.0,327,290
1862,847,6,340,15,846,100.5,100.5,0.0,327,280
1863,847,6,340,15,847,100.5,100.5,0.0,318,280
1864,847,8,340,15,849,100.5,100.5,0.0,313,299
1865,847,8,340,15,849,100.5,100.5,0.0,313,299
1866,847,6,340,15,845,100.5,100.5,0.2,304,304
1867,846,6,340,15,846,100.5,100.5,0.2,304,285
1868,846,6,340,15,846,100.5,100.5,0.2,318,285
1869,1028,6,339,29,892,100.5,100.5,0.0,318,280
1870,1028,6,339,29,892,100.5,100.5,0.0,304,280
1871,1028,6,348,29,1003,100.5,100.5,0.0,304,276
1872,1028,6,348,29,1003,100.5,100.5,0.0,304,276
1873,1029,6,356,29,1039,100.5,100.5,0.1,318,290
1874,1028,8,362,29,1047,100.5,100.5,0.1,318,304
1875,1030,8,366,29,1045,100.5,100.5,0.0,336,304
1876,1028,8,369,29,1042,100.5,100.5,0.1,336,313
1877,1028,10,371,29,1037,100.5,100.5,0.0,318,313
1878,1030,10,372,29,1034,100.5,100.5,0.0,327,299
1879,1030,10,373,29,1032,100.5,100.5,0.1,327,299
1880,1028,10,373,29,1028,100.5,100.5,0.0,322,299
1881,1028,12,374,29,1029,100.5,100.5,0.0,322,290
1882,1028,10,374,29,1026,100.5,100.5,0.0,336,290
1883,1030,12,374,29,1029,100.5,100.5,0.0,336,290
1884,1030,12,374,29,1029,100.5,100.5,0.0,340,290
1885,1236,10,373,45,1098,100.5,100.5,0.0,322,308
1886,1236,10,373,45,1098,100.5,100.5,0.0,322,308
1887,1236,14,381,45,1185,100.5,100.5,0.1,349,313
1888,1238,16,381,45,1211,100.5,100.5,0.2,349,313
1889,1238,16,381,45,1211,100.5,100.5,0.2,345,313
1890,1238,18,389,45,1239,100.5,100.5,0.0,345,332
1891,1236,20,391,45,1258,100.5,100.5,0.0,368,332
1892,1236,20,394,45,1269,100.5,100.5,0.0,368,327
1893,1236,20,394,45,1269,100.5,100.5,0.0,368,327
1894,1236,24,403,45,1246,100.5,100.5,0.0,377,327
1895,1238,24,404,45,1238,100.5,100.5,0.0,377,345
1896,1238,24,404,45,1238,100.5,100.5,0.0,390,345
1897,1238,24,404,45,1235,100.5,100.5,0.0,390,345
1898,1238,24,404,45,1235,100.5,100.5,0.0,400,345
1899,1075,24,406,38,1227,100.5,100.5,0.0,377,345
1900,1075,24,406,38,1227,100.5,100.5,0.0,377,345
1901,848,20,402,15,1066,100.5,100.5,0.1,377,359
1902,849,20,394,15,954,100.5,100.5,0.1,377,349
1903,848,16,383,15,907,100.5,100.5,0.1,395,349
1904,848,16,376,15,866,100.5,100.5,0.1,395,345
1905,850,16,363,15,842,100.5,100.5,0.0,386,345
1906,848,14,355,15,838,100.5,100.5,0.1,354,354
1907,849,12,348,15,835,100.5,100.5,0.1,354,354
1908,848,12,344,15,836,100.5,100.5,0.1,359,336
1909,850,12,340,15,834,100.5,100.5,0.0,359,345
1910,848,10,337,15,841,100.5,100.5,0.0,359,345
1911,849,8,335,15,843,100.5,100.5,0.2,359,327
1912,849,8,335,15,843,100.5,100.5,0.2,359,327
1913,849,8,334,15,846,100.5,100.5,0.0,363,322
1914,849,8,334,15,846,100.5,100.5,0.0,363,322
1915,849,8,333,15,846,100.5,100.5,0.1,349,322
1916,849,8,333,15,846,100.5,100.5,0.1,349,336
1917,848,10,334,15,849,100.5,100.5,0.1,336,336
1918,848,10,333,15,851,100.5,100.5,0.1,336,313
1919,849,8,334,15,847,100.5,100.5,0.1,349,313
1920,848,8,334,15,851,100.5,100.5,0.1,332,318
1921,847,8,334,15,845,100.5,100.5,0.0,332,318
1922,849,6,333,15,849,100.5,100.5,0.1,332,332
1923,849,6,333,15,851,100.5,100.5,0.0,332,313
1924,849,6,333,15,851,100.5,100.5,0.0,332,313
1925,847,8,333,15,846,100.5,100.5,0.2,332,322
1926,847,8,333,15,846,100.5,100.5,0.2,340,322
1927,848,6,334,15,851,100.5,100.5,0.1,349,318
1928,848,6,334,15,851,100.5,100.5,0.1,349,318
1929,848,8,333,15,852,100.5,100.5,0.0,322,304
1930,848,8,334,15,849,100.5,100.5,0.0,322,308
1931,849,6,333,15,850,100.5,100.5,0.0,340,308
1932,849,8,334,15,851,100.5,100.5,0.0,340,313
1933,848,8,333,15,849,100.5,100.5,0.0,345,313
1934,848,6,334,15,847,100.5,100.5,0.0,345,308
1935,848,6,333,15,851,100.5,100.5,0.0,332,308
1936,848,6,333,15,851,100.5,100.5,0.0,332,313
1937,848,8,333,15,849,100.5,100.5,0.0,322,304
1938,848,8,333,15,851,100.5,100.5,0.0,322,304
1939,849,6,333,15,846,100.5,100.5,0.1,322,285
1940,849,6,333,15,846,100.5,100.5,0.1,322,285
1941,849,6,334,15,845,100.5,100.5,0.2,322,299
1942,847,8,333,15,851,100.5,100.5,0.1,327,299
1943,848,6,333,15,848,100.5,100.5,0.0,327,299
1944,848,6,333,15,848,100.5,100.5,0.0,313,299
1945,849,6,334,15,851,100.5,100.5,0.0,313,308
1946,849,6,333,15,849,100.5,100.5,0.0,322,313
1947,849,6,333,15,849,100.5,100.5,0.0,322,313
1948,847,8,333,15,847,100.5,100.5,0.0,327,313
1949,848,6,333,15,846,100.5,100.5,0.1,322,313
1950,849,6,332,15,849,100.5,100.5,0.0,322,280
1951,849,8,332,15,848,100.5,100.5,0.0,313,280
1952,849,8,332,15,848,100.5,100.5,0.0,313,285
1953,849,8,332,15,852,100.5,100.5,0.0,332,285
1954,848,8,333,15,850,100.5,100.5,0.0,332,285
1955,848,6,334,15,854,100.5,100.5,0.0,313,280
1956,848,6,334,15,854,100.5,100.5,0.0,332,280
1957,849,6,335,15,853,100.5,100.5,0.1,332,285
1958,849,6,335,15,853,100.5,100.5,0.1,313,285
1959,849,6,335,15,852,100.5,100.5,0.0,313,299
1960,849,8,335,15,848,100.5,100.5,0.0,313,304
1961,849,8,335,15,848,100.5,100.5,0.0,313,304
1962,849,6,334,15,847,100.5,100.5,0.0,318,304
1963,847,6,334,15,843,100.5,100.5,0.1,327,304
1964,848,6,333,15,843,100.5,100.5,0.0,327,290
1965,848,8,333,15,846,100.5,100.5,0.1,327,290
1966,848,8,333,15,846,100.5,100.5,0.1,327,271
1967,849,6,333,15,847,100.5,100.5,0.0,327,271
1968,849,6,333,15,847,100.5,100.5,0.0,327,271
1969,849,6,334,15,846,100.5,100.5,0.1,313,299
1970,848,6,334,15,849,100.5,100.5,0.0,318,299
1971,848,6,335,15,849,100.5,100.5,0.0,318,276
1972,848,6,335,15,849,100.5,100.5,0.0,313,276
1973,849,8,336,15,849,100.5,100.5,0.0,313,285
1974,847,6,335,15,849,100.5,100.5,0.0,322,299
1975,847,6,335,15,849,100.5,100.5,0.0,322,299
1976,849,8,336,15,847,100.5,100.5,0.1,313,285
1977,848,8,336,15,847,100.5,100.5,0.1,308,285
1978,847,6,335,15,849,100.5,100.5,0.0,308,299
1979,849,6,335,15,851,100.5,100.5,0.0,304,299
1980,849,6,335,15,851,100.5,100.5,0.0,304,280
1981,849,8,336,15,851,100.5,100.5,0.0,318,299
1982,849,8,336,15,851,100.5,100.5,0.0,318,299
1983,847,6,337,15,848,100.5,100.5,0.0,299,271
1984,848,8,337,15,850,100.5,100.5,0.0,304,271
1985,848,6,336,15,844,100.5,100.5,0.0,304,271
1986,848,6,336,15,844,100.5,100.5,0.0,318,271
1987,847,6,334,15,849,100.5,100.5,0.2,318,266
1988,849,8,334,15,848,100.5,100.5,0.0,299,280
1989,849,8,334,15,848,100.5,100.5,0.0,299,280
1990,847,6,334,15,846,100.5,100.5,0.0,308,280
1991,848,8,334,15,847,100.5,100.5,0.1,318,280
1992,848,8,334,15,847,100.5,100.5,0.1,318,299
1993,848,8,334,15,845,100.5,100.5,0.1,299,299
1994,848,6,335,15,847,100.5,100.5,0.1,299,290
1995,849,8,334,15,851,100.5,100.5,0.1,299,276
1996,849,8,334,15,851,100.5,100.5,0.1,299,276
1997,849,8,335,15,851,100.5,100.5,0.0,299,285
1998,847,6,336,15,851,100.5,100.5,0.1,313,285
1999,847,6,336,15,849,100.5,100.5,0.0,313,280
2000,847,6,336,15,849,100.5,100.5,0.0,313,280
"12/25/2021 23:22","Data Logging Completed","(Total Samples = 2000 - Sample Rate = 120 Per Minute)"
